O_DATA,O_LINENO,O_TERMINALNO,predHour,pred_start_stop_ID,pred_end_stop_ID,O_UP
10-28,12,901798,22:00:00,16,30,0
10-29,8,906930,16:00:00,6,18,1
10-30,616,931258,16:00:00,2,33,0
10-31,675,905226,12:00:00,34,39,0
10-28,849,902399,8:00:00,33,41,0
10-29,711,906934,20:00:00,41,46,1
10-29,157,932303,18:00:00,20,25,0
10-31,22,912209,16:00:00,14,29,1
10-25,676,904688,13:00:00,6,33,0
10-30,642,903013,18:00:00,31,40,1
10-29,634,906408,18:00:00,21,34,0
10-28,905,901681,16:00:00,31,37,1
10-29,621,902965,8:00:00,23,42,0
10-28,6001,900301,8:00:00,8,25,0
10-25,824,907205,9:00:00,26,40,0
10-28,847,906765,10:00:00,9,32,0
10-29,643,963823,20:00:00,15,30,0
10-31,856,906655,8:00:00,26,41,0
10-28,850,906787,10:00:00,32,38,0
10-30,3,932514,16:00:00,6,24,0
10-27,656,902346,11:00:00,7,34,1
10-28,619,904706,14:00:00,12,38,0
10-30,911,903281,18:00:00,23,33,1
10-29,606,900506,18:00:00,8,25,0
10-26,635,901638,17:00:00,3,14,1
10-28,629,901539,10:00:00,24,52,0
10-29,161,905185,12:00:00,38,54,1
10-30,571,907383,8:00:00,9,22,0
10-26,685,902512,19:00:00,23,43,0
10-27,813,906634,11:00:00,12,24,0
10-31,642,905481,20:00:00,10,39,1
10-29,628,902267,16:00:00,6,25,1
10-26,850,906984,13:00:00,27,38,0
10-25,30,942304,15:00:00,18,22,1
10-28,836,905211,22:00:00,29,34,1
10-29,803,906612,12:00:00,5,28,0
10-30,634,912349,8:00:00,9,32,0
10-31,45,901803,18:00:00,8,12,1
10-30,846,921912,16:00:00,15,38,0
10-27,953,921684,17:00:00,2,30,1
10-29,827,903605,10:00:00,12,20,0
10-28,30,942294,18:00:00,2,22,1
10-26,697,906701,21:00:00,2,30,1
10-30,916,905484,18:00:00,9,23,1
10-29,8,906922,18:00:00,3,16,0
10-30,808,900259,10:00:00,29,48,1
10-31,593,906726,8:00:00,15,25,0
10-25,672,902500,17:00:00,28,37,1
10-27,606,900486,17:00:00,11,30,1
10-26,879,900396,7:00:00,21,37,0
10-28,673,900229,18:00:00,26,43,0
10-26,907,905517,17:00:00,4,25,0
10-27,837,905357,11:00:00,16,27,1
10-28,186,906495,20:00:00,28,44,1
10-30,832,903494,16:00:00,21,28,0
10-26,616,931253,7:00:00,4,33,0
10-29,655,906094,10:00:00,14,33,0
10-28,961,903090,20:00:00,24,36,0
10-31,740,906184,10:00:00,10,19,0
10-30,846,921908,10:00:00,5,28,1
10-31,866,905574,12:00:00,6,32,0
10-25,800,922534,17:00:00,29,50,1
10-30,868,900839,10:00:00,17,35,0
10-29,636,907050,16:00:00,14,21,0
10-29,203,905790,8:00:00,17,23,0
10-31,593,901436,16:00:00,4,25,1
10-27,878,905868,13:00:00,18,41,0
10-28,652,903900,20:00:00,65,84,1
10-27,911,907285,17:00:00,13,32,0
10-28,763,932357,8:00:00,42,51,0
10-31,682,906125,14:00:00,9,30,0
10-26,676,904687,15:00:00,36,49,0
10-26,4013,907244,21:00:00,22,28,0
10-31,911,903281,10:00:00,16,30,0
10-25,631,904140,13:00:00,25,44,1
10-25,592,906724,9:00:00,19,24,0
10-25,665,906071,9:00:00,11,38,0
10-29,675,905238,12:00:00,32,39,1
10-25,732,900552,17:00:00,4,15,1
10-30,5,912310,10:00:00,6,10,1
10-31,570,904739,10:00:00,6,14,0
10-25,622,904573,13:00:00,20,49,1
10-31,906,900882,8:00:00,13,35,1
10-25,50,932522,19:00:00,7,16,0
10-31,908,900913,20:00:00,7,39,0
10-31,847,906746,14:00:00,7,31,0
10-31,748,903836,8:00:00,8,28,0
10-30,871,906821,22:00:00,34,39,1
10-31,871,902810,22:00:00,33,40,0
10-30,213,903943,12:00:00,17,32,1
10-26,952,900786,19:00:00,26,33,0
10-26,867,900355,9:00:00,9,32,1
10-29,836,905211,18:00:00,9,23,1
10-31,367,905602,12:00:00,12,19,1
10-31,803,906619,22:00:00,27,33,1
10-26,655,904615,7:00:00,16,33,1
10-27,12,901798,19:00:00,9,28,1
10-30,532,902229,10:00:00,13,26,0
10-25,763,932359,15:00:00,30,52,1
10-30,61101,902014,10:00:00,5,18,0
10-25,842,900960,9:00:00,23,28,0
10-30,705,907380,10:00:00,9,48,1
10-26,8,906924,19:00:00,13,18,1
10-30,610,905344,10:00:00,19,33,1
10-27,607,906354,19:00:00,31,42,0
10-31,907,905532,22:00:00,20,32,1
10-28,763,901336,16:00:00,9,46,0
10-27,6012,902575,19:00:00,23,35,0
10-27,871,902815,11:00:00,27,40,0
10-25,659,905941,13:00:00,18,46,0
10-26,746,905257,17:00:00,5,13,1
10-27,735,900555,19:00:00,15,24,0
10-30,911,907294,10:00:00,7,25,0
10-27,813,906626,9:00:00,10,24,0
10-29,954,907444,10:00:00,11,41,1
10-30,642,903018,14:00:00,26,40,1
10-25,803,906606,9:00:00,26,33,1
10-30,18601,903392,8:00:00,2,7,1
10-31,638,932626,16:00:00,39,45,1
10-29,649,912378,8:00:00,2,19,0
10-31,665,906078,20:00:00,28,38,0
10-31,961,901697,18:00:00,25,35,1
10-31,646,906965,8:00:00,12,34,0
10-31,872,902285,12:00:00,38,43,1
10-27,681,907254,17:00:00,30,34,0
10-30,705,907373,14:00:00,54,67,1
10-26,716,902337,11:00:00,9,18,1
10-26,620,901125,19:00:00,24,28,1
10-25,671,902136,13:00:00,28,34,1
10-29,860,901833,10:00:00,15,34,1
10-29,725,903440,16:00:00,15,20,0
10-29,846,921901,10:00:00,17,39,1
10-29,652,903918,20:00:00,26,68,1
10-25,878,905859,7:00:00,33,43,1
10-31,826,907097,16:00:00,37,47,0
10-29,903,906218,18:00:00,16,33,1
10-31,367,905111,12:00:00,9,17,0
10-26,903,906221,17:00:00,17,33,1
10-30,634,912355,10:00:00,8,31,1
10-28,879,904349,8:00:00,12,37,0
10-25,673,900235,17:00:00,2,24,1
10-29,869,903452,16:00:00,13,34,1
10-31,185,905675,10:00:00,19,30,0
10-27,700,905623,15:00:00,2,29,1
10-25,458,905435,7:00:00,11,31,1
10-27,669,931244,9:00:00,32,39,1
10-29,672,902489,20:00:00,17,27,0
10-27,906,906786,7:00:00,16,37,0
10-28,3,932537,22:00:00,8,24,0
10-28,859,900461,16:00:00,23,43,1
10-26,668,902459,7:00:00,12,31,1
10-28,803,906614,12:00:00,28,33,0
10-30,878,901103,12:00:00,22,41,0
10-25,678,904385,7:00:00,6,21,1
10-27,212,903976,7:00:00,10,25,0
10-27,829,903417,11:00:00,15,27,0
10-26,669,931244,19:00:00,21,39,1
10-29,963,903536,14:00:00,16,35,1
10-25,859,900459,9:00:00,41,61,0
10-25,849,903223,9:00:00,21,41,0
10-30,836,905211,16:00:00,2,27,0
10-29,827,903593,16:00:00,13,17,1
10-26,800,922554,9:00:00,45,49,0
10-27,92,921659,7:00:00,11,20,1
10-25,673,900236,11:00:00,22,43,0
10-30,30,942311,14:00:00,7,23,0
10-31,47,906229,14:00:00,32,48,0
10-30,30,942288,12:00:00,11,23,0
10-27,841,900867,11:00:00,31,41,1
10-28,666,901519,16:00:00,14,18,0
10-31,681,907250,10:00:00,22,34,1
10-29,912,907270,20:00:00,11,35,1
10-26,706,906563,13:00:00,41,46,1
10-27,850,906988,11:00:00,22,38,0
10-30,912,907329,18:00:00,25,35,1
10-29,906,906982,12:00:00,17,39,1
10-26,226,905799,9:00:00,21,26,1
10-26,679,906461,11:00:00,30,35,1
10-25,840,903118,7:00:00,7,22,0
10-25,3,932508,9:00:00,11,24,0
10-27,402,900147,7:00:00,10,26,1
10-31,1,902756,8:00:00,17,29,1
10-25,185,905684,9:00:00,8,27,0
10-25,96,907074,19:00:00,17,44,1
10-25,402,900154,9:00:00,21,26,1
10-28,673,900233,10:00:00,36,43,0
10-25,685,902513,19:00:00,5,32,0
10-25,642,905479,11:00:00,32,40,1
10-25,652,903907,7:00:00,32,63,0
10-29,745,903801,16:00:00,17,21,1
10-30,6001,900307,8:00:00,15,25,0
10-31,806,906542,8:00:00,27,31,1
10-26,763,901332,15:00:00,25,51,0
10-26,646,906961,19:00:00,18,35,1
10-29,813,906627,16:00:00,6,23,1
10-27,599,904885,7:00:00,3,19,0
10-26,4204,904931,9:00:00,13,32,1
10-30,801,911561,16:00:00,29,38,1
10-26,846,921905,15:00:00,30,39,1
10-31,803,906604,16:00:00,15,33,1
10-25,840,903100,11:00:00,23,35,1
10-31,675,905237,20:00:00,11,35,0
10-26,912,907339,7:00:00,22,35,0
10-25,746,905368,9:00:00,6,13,0
10-31,808,900257,10:00:00,32,48,1
10-30,600,905265,10:00:00,5,23,1
10-29,665,906087,20:00:00,19,38,0
10-29,841,902921,20:00:00,12,42,0
10-27,1,902747,21:00:00,23,29,1
10-31,856,906896,14:00:00,2,25,0
10-31,6001,900311,8:00:00,7,25,0
10-26,655,906095,17:00:00,20,33,1
10-29,840,903104,16:00:00,20,35,0
10-26,808,900265,11:00:00,26,47,0
10-29,571,907387,10:00:00,8,22,0
10-29,870,901393,8:00:00,27,47,1
10-25,803,906599,15:00:00,21,33,0
10-25,220,907364,15:00:00,6,22,0
10-27,838,921507,15:00:00,22,44,1
10-26,670,901977,19:00:00,20,27,1
10-25,961,903088,17:00:00,2,23,0
10-27,706,906553,15:00:00,7,46,1
10-25,652,903930,7:00:00,2,30,0
10-31,95,921439,20:00:00,15,22,1
10-27,857,904019,11:00:00,13,37,1
10-30,6012,902569,16:00:00,23,37,0
10-29,641,906255,20:00:00,26,43,0
10-29,658,900516,18:00:00,36,47,1
10-27,841,902928,7:00:00,28,42,0
10-27,646,906959,11:00:00,30,35,0
10-28,608,905271,10:00:00,26,48,0
10-26,824,907207,9:00:00,19,40,0
10-26,752,907003,17:00:00,20,27,0
10-28,713,907173,10:00:00,7,24,0
10-26,675,905225,13:00:00,2,25,1
10-25,655,906101,11:00:00,27,33,0
10-28,663,900172,16:00:00,16,30,1
10-29,801,905120,10:00:00,24,38,0
10-26,856,906692,9:00:00,36,40,1
10-29,61102,906359,12:00:00,24,49,1
10-25,850,906987,11:00:00,27,38,0
10-27,681,962605,19:00:00,28,34,1
10-25,638,932624,7:00:00,28,45,1
10-29,203,905788,12:00:00,12,23,0
10-28,588,904489,14:00:00,37,41,1
10-27,634,912235,17:00:00,17,34,0
10-26,672,902490,11:00:00,22,38,0
10-26,849,903230,21:00:00,13,41,0
10-25,705,900434,17:00:00,28,63,1
10-27,912,904372,9:00:00,11,30,1
10-26,863,960158,17:00:00,29,39,0
10-28,330,902105,8:00:00,5,12,1
10-25,48,963840,17:00:00,9,24,0
10-27,838,921508,19:00:00,14,44,1
10-30,878,905856,14:00:00,31,43,1
10-25,911,907294,17:00:00,23,33,1
10-26,952,900779,13:00:00,18,34,0
10-29,30,904438,18:00:00,13,23,0
10-25,697,906713,15:00:00,27,31,0
10-26,850,906819,17:00:00,23,38,1
10-25,879,904352,17:00:00,21,37,0
10-28,688,905166,10:00:00,10,20,1
10-28,6012,902571,22:00:00,31,39,1
10-27,842,900976,11:00:00,12,28,0
10-25,9,904261,7:00:00,11,25,1
10-26,870,901389,7:00:00,14,31,1
10-27,806,906529,17:00:00,25,34,0
10-27,662,900645,15:00:00,8,36,1
10-31,849,900024,14:00:00,33,40,1
10-27,185,905691,13:00:00,24,30,0
10-29,912,907340,12:00:00,10,31,1
10-29,842,912256,14:00:00,17,28,0
10-26,804,911515,17:00:00,3,23,0
10-25,954,907427,17:00:00,2,16,1
10-27,868,906239,17:00:00,11,25,0
10-28,572,904210,8:00:00,18,24,0
10-28,866,905585,14:00:00,30,37,0
10-27,872,902284,11:00:00,42,46,0
10-28,535,901556,8:00:00,15,27,1
10-27,30,905294,15:00:00,19,23,0
10-30,161,905180,10:00:00,12,37,1
10-30,609,900930,16:00:00,28,45,0
10-29,563,907018,16:00:00,25,29,1
10-30,836,905205,18:00:00,6,33,0
10-28,907,905517,8:00:00,16,33,0
10-31,628,902269,10:00:00,9,35,0
10-29,530,904098,18:00:00,7,18,0
10-29,48,963835,8:00:00,31,51,0
10-30,599,906308,14:00:00,5,19,0
10-25,97,921460,9:00:00,9,21,1
10-25,533,900674,9:00:00,17,27,1
10-30,804,911537,16:00:00,4,23,0
10-29,607,906339,16:00:00,8,32,1
10-29,4013,904586,20:00:00,2,8,1
10-31,37,912321,10:00:00,12,31,0
10-29,687,931267,12:00:00,31,40,0
10-25,6002,900330,11:00:00,2,28,0
10-31,662,900627,22:00:00,26,39,1
10-26,656,902317,19:00:00,33,37,0
10-25,657,921137,11:00:00,27,46,0
10-27,622,906897,13:00:00,27,47,0
10-30,640,903182,18:00:00,25,35,0
10-27,185,905674,15:00:00,15,30,0
10-25,22,912200,17:00:00,16,29,1
10-31,832,903484,10:00:00,17,28,0
10-28,640,903177,18:00:00,12,31,0
10-30,818,904451,8:00:00,16,38,0
10-28,706,906573,16:00:00,34,49,0
10-29,531,901999,12:00:00,14,20,0
10-27,213,903947,19:00:00,27,32,0
10-25,818,904459,21:00:00,18,40,0
10-31,962,903142,20:00:00,23,37,0
10-26,55012,900309,17:00:00,15,22,1
10-28,908,900916,20:00:00,41,46,0
10-26,872,902307,7:00:00,6,24,0
10-25,872,902316,13:00:00,12,42,0
10-31,678,904400,18:00:00,2,27,1
10-30,573,905311,18:00:00,30,34,1
10-31,639,901817,18:00:00,22,33,1
10-26,857,906472,13:00:00,2,31,1
10-28,402,904068,12:00:00,10,26,1
10-28,838,921514,8:00:00,23,43,0
10-29,671,911409,14:00:00,4,27,0
10-27,6012,902579,21:00:00,20,39,1
10-30,679,906456,16:00:00,31,35,1
10-30,681,907259,16:00:00,25,35,1
10-25,632,904198,11:00:00,30,41,1
10-28,861,905895,18:00:00,27,37,0
10-30,954,907429,10:00:00,30,34,0
10-25,571,907384,15:00:00,8,22,0
10-27,675,905230,17:00:00,24,39,0
10-26,910,905544,17:00:00,13,19,1
10-27,872,902308,7:00:00,16,32,0
10-30,606,900512,18:00:00,4,26,0
10-27,732,900501,9:00:00,3,15,1
10-25,840,903115,11:00:00,31,35,0
10-25,6012,902567,17:00:00,12,23,0
10-28,857,906471,8:00:00,29,37,1
10-26,835,904418,7:00:00,20,45,1
10-29,954,907442,10:00:00,29,41,1
10-29,673,900209,12:00:00,7,33,0
10-29,826,907047,18:00:00,27,47,0
10-30,906,901651,8:00:00,18,38,1
10-26,7052,903559,11:00:00,43,52,0
10-29,133,905306,8:00:00,22,35,1
10-27,533,900676,17:00:00,2,27,1
10-25,462,901880,17:00:00,3,8,1
10-28,208,905658,12:00:00,34,39,1
10-27,1,904647,17:00:00,5,24,0
10-31,681,907258,14:00:00,7,29,1
10-25,55053,904674,7:00:00,6,10,0
10-25,852,902677,13:00:00,24,34,0
10-28,706,922519,18:00:00,36,46,1
10-25,594,904957,7:00:00,10,27,0
10-26,339,901015,19:00:00,3,13,0
10-30,866,905581,14:00:00,6,32,0
10-28,847,906754,12:00:00,19,39,1
10-27,673,900204,19:00:00,3,26,0
10-27,804,911511,13:00:00,12,23,0
10-28,61102,906368,16:00:00,31,49,0
10-31,629,901593,16:00:00,20,52,0
10-31,481,907398,16:00:00,32,36,0
10-30,857,904023,12:00:00,25,38,0
10-27,826,907036,9:00:00,24,47,0
10-27,855,904642,19:00:00,13,37,1
10-29,911,907299,20:00:00,24,33,1
10-25,856,906883,9:00:00,14,36,0
10-28,35,902177,10:00:00,2,22,1
10-27,634,912243,15:00:00,17,34,0
10-27,675,905229,9:00:00,15,33,1
10-26,673,900208,13:00:00,29,43,0
10-29,911,907268,14:00:00,5,21,1
10-26,12,901794,11:00:00,7,30,0
10-30,649,912380,18:00:00,7,19,0
10-31,645,901865,10:00:00,19,30,0
10-26,6012,902571,17:00:00,12,27,1
10-31,860,901843,18:00:00,21,40,0
10-31,735,900556,12:00:00,16,24,0
10-30,643,963823,22:00:00,27,31,1
10-26,55002,906074,19:00:00,8,15,0
10-26,840,903113,21:00:00,31,35,1
10-25,218,903942,19:00:00,12,20,0
10-28,659,905949,10:00:00,56,63,1
10-31,808,904627,14:00:00,42,47,0
10-30,9,904325,18:00:00,15,24,1
10-26,32,941331,7:00:00,15,20,0
10-26,652,903890,17:00:00,57,84,1
10-31,701,903027,8:00:00,11,16,1
10-30,906,906781,18:00:00,5,33,1
10-28,685,902519,22:00:00,15,42,1
10-28,462,901882,16:00:00,6,20,1
10-31,847,906742,18:00:00,6,30,1
10-29,304,904217,8:00:00,6,16,1
10-30,665,906070,20:00:00,6,38,1
10-28,693,921092,18:00:00,22,36,0
10-26,660,942261,7:00:00,28,33,0
10-30,621,902986,10:00:00,28,42,0
10-30,682,906116,16:00:00,8,30,1
10-25,670,919780,19:00:00,18,27,1
10-26,9,904263,9:00:00,19,25,0
10-27,806,906535,17:00:00,11,24,0
10-25,859,900445,13:00:00,15,47,1
10-29,634,912367,22:00:00,27,32,1
10-30,855,901388,14:00:00,8,37,0
10-26,310,902087,17:00:00,6,19,1
10-28,659,905951,18:00:00,50,63,1
10-28,841,900872,8:00:00,20,42,0
10-29,657,921125,16:00:00,2,24,1
10-25,655,906095,13:00:00,22,33,0
10-29,645,901855,22:00:00,20,27,0
10-27,855,904641,19:00:00,27,46,1
10-26,310,902083,15:00:00,10,18,0
10-27,961,903086,13:00:00,31,35,1
10-28,92,921663,12:00:00,11,20,1
10-29,871,906822,18:00:00,17,39,1
10-30,95,921687,22:00:00,11,22,1
10-27,850,906817,19:00:00,2,32,1
10-26,906,900887,13:00:00,7,35,1
10-25,634,912235,9:00:00,18,34,0
10-30,862,901090,16:00:00,13,30,1
10-28,570,901147,18:00:00,6,14,0
10-25,800,922546,7:00:00,13,33,1
10-25,30,942310,21:00:00,12,23,0
10-25,861,905891,11:00:00,31,37,0
10-30,903,906218,8:00:00,25,31,0
10-29,340,903990,18:00:00,4,11,0
10-25,593,906726,17:00:00,8,25,0
10-29,808,904632,12:00:00,6,40,0
10-30,535,901552,16:00:00,14,28,0
10-27,855,902390,11:00:00,36,46,1
10-26,600,912312,15:00:00,18,25,1
10-29,673,900206,10:00:00,28,42,1
10-29,22,912207,16:00:00,9,29,0
10-30,592,906722,18:00:00,12,18,1
10-31,9,904267,20:00:00,11,25,1
10-27,607,906336,15:00:00,8,35,1
10-31,800,922554,8:00:00,11,36,0
10-27,607,906355,13:00:00,25,42,0
10-26,813,906632,21:00:00,10,24,0
10-28,621,902979,14:00:00,28,42,0
10-25,4013,907241,13:00:00,24,28,0
10-31,911,903281,20:00:00,21,33,1
10-28,634,901767,18:00:00,7,32,1
10-30,869,903457,14:00:00,21,25,1
10-28,604,905135,16:00:00,14,21,0
10-26,678,904377,11:00:00,13,33,0
10-29,863,960168,16:00:00,30,37,1
10-31,61101,902019,14:00:00,14,18,0
10-30,681,907267,16:00:00,8,31,1
10-26,879,900393,11:00:00,24,37,0
10-26,675,905240,17:00:00,6,25,0
10-25,850,906791,17:00:00,17,38,1
10-27,903,906213,13:00:00,29,33,1
10-25,878,905865,19:00:00,32,43,1
10-29,858,906044,16:00:00,29,37,1
10-29,867,901623,8:00:00,10,32,0
10-26,203,905790,13:00:00,10,23,0
10-25,952,900774,17:00:00,21,33,1
10-31,819,904313,16:00:00,9,21,0
10-27,826,907089,7:00:00,39,47,0
10-30,911,907290,8:00:00,12,32,0
10-30,707,905921,16:00:00,5,24,1
10-30,632,901486,16:00:00,10,36,1
10-31,161,904152,8:00:00,38,60,0
10-29,911,907269,8:00:00,23,32,0
10-26,801,911559,19:00:00,33,38,1
10-25,871,906829,9:00:00,34,39,1
10-25,879,904349,19:00:00,23,37,0
10-31,563,907014,18:00:00,3,29,1
10-27,676,904697,9:00:00,27,49,1
10-30,845,907305,8:00:00,16,20,1
10-26,840,903102,7:00:00,13,35,1
10-29,653,900184,8:00:00,20,39,0
10-30,61002,900986,20:00:00,16,23,1
10-26,803,906614,17:00:00,11,25,1
10-25,753,901060,21:00:00,6,29,1
10-27,678,904321,11:00:00,24,33,0
10-25,829,903416,15:00:00,19,28,1
10-28,868,906242,8:00:00,7,27,1
10-29,698,902371,8:00:00,11,42,1
10-29,640,903171,12:00:00,29,35,0
10-25,656,902346,11:00:00,11,34,1
10-25,668,902907,17:00:00,26,36,0
10-29,751,942258,20:00:00,19,25,0
10-31,666,901509,14:00:00,12,18,0
10-28,459,905394,10:00:00,34,44,1
10-29,679,906463,12:00:00,12,34,0
10-26,535,901550,9:00:00,12,28,0
10-27,856,906692,9:00:00,29,41,0
10-31,867,900377,12:00:00,27,35,0
10-25,826,907090,11:00:00,28,35,0
10-29,804,905340,18:00:00,4,20,1
10-30,856,906670,18:00:00,5,26,1
10-31,837,905355,8:00:00,14,27,1
10-29,652,903939,18:00:00,55,84,1
10-28,4013,907239,12:00:00,2,26,1
10-25,849,903243,9:00:00,27,40,1
10-25,706,906555,9:00:00,40,46,1
10-31,570,901239,8:00:00,22,27,1
10-26,803,906603,13:00:00,26,33,0
10-29,676,904677,18:00:00,38,49,0
10-26,857,904016,17:00:00,24,37,1
10-29,629,901583,14:00:00,12,43,0
10-25,660,942262,17:00:00,29,33,1
10-27,649,912378,19:00:00,7,19,1
10-27,402,900130,17:00:00,11,26,1
10-30,721,902148,16:00:00,9,16,1
10-28,619,904713,12:00:00,5,29,1
10-29,668,900876,18:00:00,17,41,1
10-27,865,907349,7:00:00,28,32,1
10-31,668,902901,14:00:00,21,41,1
10-30,7052,903560,18:00:00,37,53,1
10-27,8,906927,19:00:00,5,18,1
10-30,865,907359,8:00:00,7,28,1
10-29,700,906586,14:00:00,11,32,1
10-25,628,902263,13:00:00,33,52,0
10-25,850,906985,15:00:00,18,38,1
10-25,655,904615,9:00:00,12,33,1
10-28,871,902814,8:00:00,9,37,0
10-31,623,904594,16:00:00,4,31,1
10-26,6002,900334,9:00:00,21,28,0
10-31,61101,912226,16:00:00,17,21,1
10-29,161,905186,16:00:00,16,40,1
10-30,652,903884,8:00:00,35,67,1
10-25,865,907352,19:00:00,9,32,1
10-29,7052,903548,10:00:00,36,52,0
10-26,95,921433,17:00:00,17,22,1
10-29,679,906448,18:00:00,23,35,1
10-28,652,903895,8:00:00,19,52,1
10-29,606,900505,14:00:00,24,39,1
10-27,685,902529,19:00:00,32,43,0
10-29,678,904379,16:00:00,18,33,0
10-29,908,900901,14:00:00,9,35,1
10-31,961,903076,10:00:00,16,33,1
10-27,705,900801,17:00:00,53,67,1
10-27,665,906086,11:00:00,30,38,0
10-26,693,907415,15:00:00,6,28,1
10-30,847,906763,18:00:00,20,46,1
10-27,47,906228,7:00:00,43,51,0
10-26,37,912336,9:00:00,25,32,1
10-26,903,906220,17:00:00,9,30,1
10-31,6012,902585,18:00:00,32,39,1
10-25,903,906219,13:00:00,27,33,1
10-27,832,903481,7:00:00,22,28,0
10-27,459,905401,19:00:00,39,44,1
10-30,803,906622,10:00:00,23,33,1
10-30,907,905536,12:00:00,8,31,1
10-29,916,905490,8:00:00,7,23,1
10-27,879,900396,9:00:00,23,38,1
10-25,6011,904514,11:00:00,13,34,0
10-26,671,911406,17:00:00,27,40,0
10-25,849,903243,19:00:00,36,40,1
10-29,593,906729,18:00:00,15,25,0
10-31,832,903486,14:00:00,22,29,1
10-27,830,907110,11:00:00,15,25,0
10-29,22,912216,10:00:00,13,29,0
10-26,20,903356,19:00:00,22,31,1
10-27,856,906670,9:00:00,26,41,0
10-25,849,903233,19:00:00,31,41,0
10-25,619,904730,9:00:00,16,35,0
10-29,868,900835,10:00:00,6,16,0
10-27,911,907323,19:00:00,8,12,0
10-30,904,904609,22:00:00,28,41,0
10-27,681,907260,13:00:00,23,34,0
10-28,912,907274,12:00:00,23,35,1
10-26,606,900487,13:00:00,6,29,0
10-25,634,912355,17:00:00,6,31,1
10-25,185,905678,9:00:00,26,30,0
10-28,32,902211,8:00:00,12,20,0
10-27,841,900375,13:00:00,22,41,1
10-28,842,900970,20:00:00,15,25,1
10-27,846,921917,15:00:00,28,38,0
10-28,901,901654,8:00:00,23,34,0
10-29,639,901816,12:00:00,13,36,1
10-25,400,900134,7:00:00,25,29,1
10-25,688,903784,17:00:00,29,54,0
10-27,856,906886,21:00:00,33,40,1
10-30,653,900179,18:00:00,25,39,0
10-29,906,906972,18:00:00,25,39,1
10-31,868,900846,16:00:00,24,33,0
10-31,852,902683,14:00:00,5,29,1
10-28,846,921922,12:00:00,31,39,1
10-27,623,904597,9:00:00,27,31,1
10-26,619,904727,19:00:00,25,30,1
10-26,459,900145,7:00:00,8,32,0
10-31,700,902698,8:00:00,8,32,1
10-29,665,906089,20:00:00,29,38,1
10-30,643,900392,16:00:00,4,26,0
10-27,96,907055,7:00:00,36,40,0
10-29,606,900499,16:00:00,17,32,1
10-25,954,902553,15:00:00,15,41,1
10-26,629,901566,9:00:00,12,46,0
10-26,619,904728,21:00:00,11,43,0
10-25,631,932319,7:00:00,28,43,0
10-28,646,906962,16:00:00,27,35,0
10-28,34,906397,10:00:00,7,17,1
10-27,878,905855,19:00:00,15,19,0
10-31,642,905480,14:00:00,36,41,0
10-30,952,900792,8:00:00,16,33,1
10-28,912,907326,18:00:00,19,35,1
10-25,907,905515,17:00:00,13,32,1
10-30,871,902821,10:00:00,22,40,0
10-27,878,905860,15:00:00,37,43,1
10-31,803,906592,12:00:00,18,33,0
10-30,602,901773,16:00:00,13,40,1
10-25,642,902996,11:00:00,37,41,0
10-29,665,906078,12:00:00,19,38,1
10-29,324,902113,16:00:00,3,19,0
10-25,692,942168,15:00:00,16,22,0
10-26,668,902459,19:00:00,19,36,0
10-28,878,905865,12:00:00,8,23,0
10-28,606,900495,10:00:00,4,23,0
10-29,623,904601,20:00:00,13,30,0
10-26,819,904314,9:00:00,17,21,0
10-31,808,900284,16:00:00,4,29,1
10-29,347,903696,20:00:00,2,13,0
10-26,841,900870,9:00:00,31,42,0
10-27,641,906254,11:00:00,14,38,0
10-25,571,907412,19:00:00,8,22,0
10-31,652,903926,8:00:00,80,84,0
10-31,841,902927,8:00:00,8,34,1
10-25,1,904645,21:00:00,24,28,1
10-27,706,906578,15:00:00,34,46,1
10-25,652,903880,7:00:00,12,37,1
10-25,851,903516,9:00:00,8,27,1
10-30,459,905416,20:00:00,33,44,0
10-27,908,900924,11:00:00,37,47,1
10-25,218,903942,17:00:00,8,19,0
10-26,858,906055,9:00:00,33,37,1
10-27,878,901924,13:00:00,22,43,1
10-27,628,902274,11:00:00,27,49,0
10-31,658,900520,8:00:00,30,47,1
10-30,636,907054,8:00:00,10,21,1
10-29,4204,904925,16:00:00,16,32,1
10-27,20,904651,11:00:00,16,32,0
10-27,693,907413,13:00:00,16,36,0
10-30,591,904949,16:00:00,7,16,1
10-31,623,904596,8:00:00,22,31,1
10-26,324,901989,9:00:00,15,19,0
10-30,824,907216,16:00:00,35,41,1
10-31,952,900777,12:00:00,22,33,0
10-26,649,912378,19:00:00,13,19,1
10-27,824,902666,13:00:00,24,41,1
10-26,186,906477,9:00:00,17,41,0
10-25,632,904189,21:00:00,28,41,1
